PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"27563695","Chronic Exposure to Proline Causes Aminoacidotoxicity and Impaired Beta-Cell Function: Studies In Vitro","Liu Z, Jeppesen PB, Gregersen S, Bach Larsen L, Hermansen K.","Rev Diabet Stud. 2016 Spring;13(1):66-78. doi: 10.1900/RDS.2016.13.66. Epub 2016 May 10.","Liu Z","Rev Diabet Stud","2016","2016/08/27","PMC5291183","","10.1900/RDS.2016.13.66"
"20812759","Characterization of the Human Adipocyte Proteome and Reproducibility of Protein Abundance by One-Dimensional Gel Electrophoresis and HPLC-ESI-MS/MS","Xie X, Yi Z, Bowen B, Wolf C, Flynn CR, Sinha S, Mandarino LJ, Meyer C.","J Proteome Res. 2010 Sep 3;9(9):4521-34. doi: 10.1021/pr100268f.","Xie X","J Proteome Res","2010","2010/09/04","PMC2935302","NIHMS225463","10.1021/pr100268f"
"25147500","Interleukin-18 alters protein expressions of neurodegenerative diseases-linked proteins in human SH-SY5Y neuron-like cells","Sutinen EM, Korolainen MA, Häyrinen J, Alafuzoff I, Petratos S, Salminen A, Soininen H, Pirttilä T, Ojala JO.","Front Cell Neurosci. 2014 Aug 7;8:214. doi: 10.3389/fncel.2014.00214. eCollection 2014.","Sutinen EM","Front Cell Neurosci","2014","2014/08/23","PMC4124869","","10.3389/fncel.2014.00214"
"32891890","Integrated transcriptome and phosphoproteome analyses reveal that fads2 is critical for maintaining body LC-PUFA homeostasis","Zhao Y, Yang G, Wu N, Cao X, Gao J.","J Proteomics. 2020 Oct 30;229:103967. doi: 10.1016/j.jprot.2020.103967. Epub 2020 Sep 3.","Zhao Y","J Proteomics","2020","2020/09/06","","","10.1016/j.jprot.2020.103967"
"39915022","Effects of exercise and exercise timing on energy intake and appetite control in Danish individuals with overweight or obesity with and without type 2 diabetes: a protocol for a randomised controlled cross-over trial","Jalking L, Launbo NP, Jensen MM, Pedersen HE, Blond MB, Gerstenberg MK, Finlayson G, Beaulieu K, Færch K, Grunnet LG, Quist JS.","BMJ Open. 2025 Feb 6;15(2):e092683. doi: 10.1136/bmjopen-2024-092683.","Jalking L","BMJ Open","2025","2025/02/06","PMC11800291","","10.1136/bmjopen-2024-092683"
"24533899","Top-down proteomics of a drop of blood for diabetes monitoring","Mao P, Wang D.","J Proteome Res. 2014 Mar 7;13(3):1560-9. doi: 10.1021/pr401074t. Epub 2014 Feb 17.","Mao P","J Proteome Res","2014","2014/02/19","PMC3993886","NIHMS565883","10.1021/pr401074t"
"28248217","Proteomics of Skeletal Muscle: Focus on Insulin Resistance and Exercise Biology","Deshmukh AS.","Proteomes. 2016 Feb 4;4(1):6. doi: 10.3390/proteomes4010006.","Deshmukh AS","Proteomes","2016","2017/03/02","PMC5217365","","10.3390/proteomes4010006"
"34193611","Circulating proteins protect against renal decline and progression to end-stage renal disease in patients with diabetes","Md Dom ZI, Satake E, Skupien J, Krolewski B, O'Neil K, Willency JA, Dillon ST, Wilson JM, Kobayashi H, Ihara K, Libermann TA, Pragnell M, Duffin KL, Krolewski AS.","Sci Transl Med. 2021 Jun 30;13(600):eabd2699. doi: 10.1126/scitranslmed.abd2699.","Md Dom ZI","Sci Transl Med","2021","2021/07/01","PMC9022453","NIHMS1793316","10.1126/scitranslmed.abd2699"
"19143942","Increased urinary excretion of orosomucoid is a risk predictor of diabetic nephropathy","Jiang H, Guan G, Zhang R, Liu G, Liu H, Hou X, Cheng J.","Nephrology (Carlton). 2009 Apr;14(3):332-7. doi: 10.1111/j.1440-1797.2008.01053.x. Epub 2009 Jan 8.","Jiang H","Nephrology (Carlton)","2009","2009/01/16","","","10.1111/j.1440-1797.2008.01053.x"
"32847508","Combined transcriptome and proteome profiling of the pancreatic β-cell response to palmitate unveils key pathways of β-cell lipotoxicity","Lytrivi M, Ghaddar K, Lopes M, Rosengren V, Piron A, Yi X, Johansson H, Lehtiö J, Igoillo-Esteve M, Cunha DA, Marselli L, Marchetti P, Ortsäter H, Eizirik DL, Cnop M.","BMC Genomics. 2020 Aug 26;21(1):590. doi: 10.1186/s12864-020-07003-0.","Lytrivi M","BMC Genomics","2020","2020/08/28","PMC7448506","","10.1186/s12864-020-07003-0"
"37968711","Human umbilical cord mesenchymal stem cell-derived exosomes promote microcirculation in aged diabetic mice by TGF-β1 signaling pathway","Fan W, Zhou M, Zheng S, Liu Y, Pan S, Guo P, Xu M, Hu C, Ding A, Wang Z, Yin S, Zuo K, Xie X.","Diabetol Metab Syndr. 2023 Nov 15;15(1):234. doi: 10.1186/s13098-023-01191-x.","Fan W","Diabetol Metab Syndr","2023","2023/11/16","PMC10652470","","10.1186/s13098-023-01191-x"
"21989264","Attenuated metabolism is a hallmark of obesity as revealed by comparative proteomic analysis of human omental adipose tissue","Pérez-Pérez R, García-Santos E, Ortega-Delgado FJ, López JA, Camafeita E, Ricart W, Fernández-Real JM, Peral B.","J Proteomics. 2012 Jan 4;75(3):783-95. doi: 10.1016/j.jprot.2011.09.016. Epub 2011 Oct 1.","Pérez-Pérez R","J Proteomics","2012","2011/10/13","","","10.1016/j.jprot.2011.09.016"
"30495974","Factors influencing longitudinal changes of circulating liver enzyme concentrations in subjects randomized to placebo in four clinical trials","Nunez DJ, Alexander M, Yerges-Armstrong L, Singh G, Byttebier G, Fabbrini E, Waterworth D, Meininger G, Galwey N, Wallentin L, White HD, Vannieuwenhuyse B, Alazawi W, Kendrick S, Sattar N, Ferrannini E.","Am J Physiol Gastrointest Liver Physiol. 2019 Mar 1;316(3):G372-G386. doi: 10.1152/ajpgi.00051.2018. Epub 2018 Nov 29.","Nunez DJ","Am J Physiol Gastrointest Liver Physiol","2019","2018/11/30","","","10.1152/ajpgi.00051.2018"
"25303482","Decreased N(6)-methyladenosine in peripheral blood RNA from diabetic patients is associated with FTO expression rather than ALKBH5","Shen F, Huang W, Huang JT, Xiong J, Yang Y, Wu K, Jia GF, Chen J, Feng YQ, Yuan BF, Liu SM.","J Clin Endocrinol Metab. 2015 Jan;100(1):E148-54. doi: 10.1210/jc.2014-1893.","Shen F","J Clin Endocrinol Metab","2015","2014/10/11","PMC5399497","","10.1210/jc.2014-1893"
"30395577","The application of post-translational modification oriented serum proteomics to assess experimental diabetes with complications","Chen HM, Lee LC, Hu KY, Tsai WJ, Huang C, Tsay HJ, Liu HK.","PLoS One. 2018 Nov 5;13(11):e0206509. doi: 10.1371/journal.pone.0206509. eCollection 2018.","Chen HM","PLoS One","2018","2018/11/06","PMC6218044","","10.1371/journal.pone.0206509"
"22231825","Methods in tobacco abuse: proteomic changes following second-hand smoke exposure","Guingab-Cagmat J, Bauzo RM, Bruijnzeel AW, Wang KK, Gold MS, Kobeissy FH.","Methods Mol Biol. 2012;829:329-48. doi: 10.1007/978-1-61779-458-2_22.","Guingab-Cagmat J","Methods Mol Biol","2012","2012/01/11","","","10.1007/978-1-61779-458-2_22"
"14730686","Mining biomarkers in human sera using proteomic tools","Zhang R, Barker L, Pinchev D, Marshall J, Rasamoelisolo M, Smith C, Kupchak P, Kireeva I, Ingratta L, Jackowski G.","Proteomics. 2004 Jan;4(1):244-56. doi: 10.1002/pmic.200300495.","Zhang R","Proteomics","2004","2004/01/20","","","10.1002/pmic.200300495"
"18835929","Increased secretion and expression of myostatin in skeletal muscle from extremely obese women","Hittel DS, Berggren JR, Shearer J, Boyle K, Houmard JA.","Diabetes. 2009 Jan;58(1):30-8. doi: 10.2337/db08-0943. Epub 2008 Oct 3.","Hittel DS","Diabetes","2009","2008/10/07","PMC2606890","","10.2337/db08-0943"
"33511378","Utilization of electronic health records for the assessment of adiponectin receptor autoantibodies during the progression of cardio-metabolic comorbidities","Pugia MJ, Pradhan M, Qi R, Eastes DL, Vorsilak A, Mills BJ, Baird Z, Wijeratne A, McAhren SM, Mosley A, Shekhar A, Robertson DH.","Arch Autoimmune Dis. 2020;1(1):17-27. doi: 10.46439/autoimmune.1.004.","Pugia MJ","Arch Autoimmune Dis","2020","2021/01/29","PMC7839988","NIHMS1642267","10.46439/autoimmune.1.004"
"30467564","Hypoglycemic mechanisms of Ganoderma lucidum polysaccharides F31 in db/db mice via RNA-seq and iTRAQ","Xiao C , Wu Q , Xie Y , Tan J , Ding Y , Bai L .","Food Funct. 2018 Dec 13;9(12):6495-6507. doi: 10.1039/c8fo01656a.","Xiao C","Food Funct","2018","2018/11/24","","","10.1039/c8fo01656a"
"34194524","Metabonomic Study on the Plasma of High-Fat Diet-Induced Dyslipidemia Rats Treated with Ge Gen Qin Lian Decoction by Ultrahigh-Performance Liquid Chromatography-Mass Spectrometry","Xu Z, Sheng Y, Zeng G, Zeng Z, Li B, Jiang L, Xu G, Zhang Q.","Evid Based Complement Alternat Med. 2021 Jun 5;2021:6692456. doi: 10.1155/2021/6692456. eCollection 2021.","Xu Z","Evid Based Complement Alternat Med","2021","2021/07/01","PMC8203394","","10.1155/2021/6692456"
"28280335","Nanoparticle abraxane possesses impaired proliferation in A549 cells due to the underexpression of glucosamine 6-phosphate N-acetyltransferase 1 (GNPNAT1/GNA1)","Zhao M, Li H, Ma Y, Gong H, Yang S, Fang Q, Hu Z.","Int J Nanomedicine. 2017 Mar 1;12:1685-1697. doi: 10.2147/IJN.S129976. eCollection 2017.","Zhao M","Int J Nanomedicine","2017","2017/03/11","PMC5338994","","10.2147/IJN.S129976"
"24086512","Proteomics analysis of human obesity reveals the epigenetic factor HDAC4 as a potential target for obesity","Abu-Farha M, Tiss A, Abubaker J, Khadir A, Al-Ghimlas F, Al-Khairi I, Baturcam E, Cherian P, Elkum N, Hammad M, John J, Kavalakatt S, Warsame S, Behbehani K, Dermime S, Dehbi M.","PLoS One. 2013 Sep 24;8(9):e75342. doi: 10.1371/journal.pone.0075342. eCollection 2013.","Abu-Farha M","PLoS One","2013","2013/10/03","PMC3782461","","10.1371/journal.pone.0075342"
"23316967","An iTRAQ proteomic study reveals an association between diet-induced enhanced fatty acid metabolism and the development of glucose intolerance in prediabetic mice","Ho JH, Lee OK, Fu YJ, Shih HT, Tseng CY, Chung CC, Han CL, Chen YJ.","J Proteome Res. 2013 Mar 1;12(3):1120-33. doi: 10.1021/pr300662j. Epub 2013 Jan 31.","Ho JH","J Proteome Res","2013","2013/01/16","","","10.1021/pr300662j"
"19165168","Proteasome subunits mRNA expressions correlate with male BMI: implications for a role in obesity","Sakamoto K, Sato Y, Shinka T, Sei M, Nomura I, Umeno M, Ewis AA, Nakahori Y.","Obesity (Silver Spring). 2009 May;17(5):1044-9. doi: 10.1038/oby.2008.612. Epub 2009 Jan 22.","Sakamoto K","Obesity (Silver Spring)","2009","2009/01/24","","","10.1038/oby.2008.612"
"27446929","biosigner: A New Method for the Discovery of Significant Molecular Signatures from Omics Data","Rinaudo P, Boudah S, Junot C, Thévenot EA.","Front Mol Biosci. 2016 Jun 21;3:26. doi: 10.3389/fmolb.2016.00026. eCollection 2016.","Rinaudo P","Front Mol Biosci","2016","2016/07/23","PMC4914951","","10.3389/fmolb.2016.00026"
"32464183","Urinary markers of nucleic acid oxidation increase with age, obesity and insulin resistance in Danish children and adolescents","Jørs A, Lund MAV, Jespersen T, Hansen T, Poulsen HE, Holm JC.","Free Radic Biol Med. 2020 Aug 1;155:81-86. doi: 10.1016/j.freeradbiomed.2020.05.009. Epub 2020 May 25.","Jørs A","Free Radic Biol Med","2020","2020/05/29","","","10.1016/j.freeradbiomed.2020.05.009"
"22640929","Xanthohumol lowers body weight and fasting plasma glucose in obese male Zucker fa/fa rats","Legette LL, Luna AY, Reed RL, Miranda CL, Bobe G, Proteau RR, Stevens JF.","Phytochemistry. 2013 Jul;91:236-41. doi: 10.1016/j.phytochem.2012.04.018. Epub 2012 May 27.","Legette LL","Phytochemistry","2013","2012/05/30","","","10.1016/j.phytochem.2012.04.018"
"31511322","Unexpected roles for ADH1 and SORD in catalyzing the final step of erythritol biosynthesis","Schlicker L, Szebenyi DME, Ortiz SR, Heinz A, Hiller K, Field MS.","J Biol Chem. 2019 Nov 1;294(44):16095-16108. doi: 10.1074/jbc.RA119.009049. Epub 2019 Sep 11.","Schlicker L","J Biol Chem","2019","2019/09/13","PMC6827307","","10.1074/jbc.RA119.009049"
"31785259","Bile acids associate with glucose metabolism, but do not predict conversion from impaired fasting glucose to diabetes","Chávez-Talavera O, Wargny M, Pichelin M, Descat A, Vallez E, Kouach M, Bigot-Corbel E, Joliveau M, Goossens JF, Le May C, Hadjadj S, Hanf R, Tailleux A, Staels B, Cariou B.","Metabolism. 2020 Feb;103:154042. doi: 10.1016/j.metabol.2019.154042. Epub 2019 Nov 27.","Chávez-Talavera O","Metabolism","2020","2019/12/01","","","10.1016/j.metabol.2019.154042"
"22211921","Adipocytokine zinc α2 glycoprotein (ZAG) as a novel urinary biomarker for normo-albuminuric diabetic nephropathy","Lim SC, Liying DQ, Toy WC, Wong M, Yeoh LY, Tan C, Lau D, Tan C, Subramaniam T, Sum CF.","Diabet Med. 2012 Jul;29(7):945-9. doi: 10.1111/j.1464-5491.2011.03564.x.","Lim SC","Diabet Med","2012","2012/01/04","","","10.1111/j.1464-5491.2011.03564.x"
"25202817","Sex differences in biomarkers associated with insulin resistance in obese adolescents: metabolomic profiling and principal components analysis","Newbern D, Gumus Balikcioglu P, Balikcioglu M, Bain J, Muehlbauer M, Stevens R, Ilkayeva O, Dolinsky D, Armstrong S, Irizarry K, Freemark M.","J Clin Endocrinol Metab. 2014 Dec;99(12):4730-9. doi: 10.1210/jc.2014-2080.","Newbern D","J Clin Endocrinol Metab","2014","2014/09/10","PMC4328030","","10.1210/jc.2014-2080"
"31504048","Proteomics approach to identify serum biomarkers associated with the progression of diabetes in Korean patients with abdominal obesity","Kim SW, Choi JW, Yun JW, Chung IS, Cho HC, Song SE, Im SS, Song DK.","PLoS One. 2019 Sep 10;14(9):e0222032. doi: 10.1371/journal.pone.0222032. eCollection 2019.","Kim SW","PLoS One","2019","2019/09/11","PMC6736247","","10.1371/journal.pone.0222032"
"38030046","Predictive model for vitamin C levels in hyperinsulinemic individuals based on age, sex, waist circumference, low-density lipoprotein, and immune-associated serum proteins","Mahdavi A, Leclercq M, Droit A, Rudkowska I, Lebel M.","J Nutr Biochem. 2024 Mar;125:109538. doi: 10.1016/j.jnutbio.2023.109538. Epub 2023 Nov 27.","Mahdavi A","J Nutr Biochem","2024","2023/11/29","","","10.1016/j.jnutbio.2023.109538"
"19177462","Identification of urinary soluble E-cadherin as a novel biomarker for diabetic nephropathy","Jiang H, Guan G, Zhang R, Liu G, Cheng J, Hou X, Cui Y.","Diabetes Metab Res Rev. 2009 Mar;25(3):232-41. doi: 10.1002/dmrr.940.","Jiang H","Diabetes Metab Res Rev","2009","2009/01/30","","","10.1002/dmrr.940"
"18550819","Carboxypeptidase E mediates palmitate-induced beta-cell ER stress and apoptosis","Jeffrey KD, Alejandro EU, Luciani DS, Kalynyak TB, Hu X, Li H, Lin Y, Townsend RR, Polonsky KS, Johnson JD.","Proc Natl Acad Sci U S A. 2008 Jun 17;105(24):8452-7. doi: 10.1073/pnas.0711232105. Epub 2008 Jun 11.","Jeffrey KD","Proc Natl Acad Sci U S A","2008","2008/06/14","PMC2448857","","10.1073/pnas.0711232105"
"26011768","Differences in the serum nonesterified Fatty Acid profile of young women associated with a recent history of gestational diabetes and overweight/obesity","Fugmann M, Uhl O, Hellmuth C, Hetterich H, Kammer NN, Ferrari U, Parhofer KG, Koletzko B, Seissler J, Lechner A.","PLoS One. 2015 May 26;10(5):e0128001. doi: 10.1371/journal.pone.0128001. eCollection 2015.","Fugmann M","PLoS One","2015","2015/05/27","PMC4444334","","10.1371/journal.pone.0128001"
"20942503","High glucose induces dysfunction in insulin secretory cells by different pathways: a proteomic approach","Maris M, Ferreira GB, D'Hertog W, Cnop M, Waelkens E, Overbergh L, Mathieu C.","J Proteome Res. 2010 Dec 3;9(12):6274-87. doi: 10.1021/pr100557w. Epub 2010 Nov 4.","Maris M","J Proteome Res","2010","2010/10/15","","","10.1021/pr100557w"
"24880042","Quantitative proteomics reveals the link between minichromosome maintenance complex and glucose-induced proliferation of rat pancreatic INS-1E β-cells","Schvartz D, Couté Y, Sanchez JC.","J Proteomics. 2014 Aug 28;108:163-70. doi: 10.1016/j.jprot.2014.05.013. Epub 2014 May 28.","Schvartz D","J Proteomics","2014","2014/06/01","","","10.1016/j.jprot.2014.05.013"
"39763878","Target deconvolution of an insulin hypersecretion-inducer acting through VDAC1 with a distinct transcriptomic signature in beta-cells","Roy G, Ordóñez A, Binns DD, Rodrigues Dos Santos K, Kwakye MB, King GC, Mukherjee N, Templin AT, Tan Z, Richardson TI, Doud EH, Mosley AL, Emfinger CH, Attie AD, Keller MP, Johnson TS, Kalwat MA.","bioRxiv [Preprint]. 2024 Dec 26:2024.12.26.629558. doi: 10.1101/2024.12.26.629558.","Roy G","bioRxiv","2024","2025/01/07","PMC11703184","","10.1101/2024.12.26.629558"
"39751938","Identification of biomarkers for chronic lymphocytic leukemia risk: a proteome-wide Mendelian randomization study","Jin C, Lu Z, Chen Y, Hu H, Zhou M, Zhang Y, Ouyang G, Li T, Sheng L.","Discov Oncol. 2025 Jan 3;16(1):2. doi: 10.1007/s12672-024-01699-2.","Jin C","Discov Oncol","2025","2025/01/03","PMC11699013","","10.1007/s12672-024-01699-2"
"30666801","Stearate-Induced Apoptosis in Human Pancreatic β-Cells is Associated with Changes in Membrane Protein Expression and These Changes are Inhibited by Oleate","Němcová-Fürstová V, Balušíková K, Halada P, Pavlíková N, Šrámek J, Kovář J.","Proteomics Clin Appl. 2019 Jul;13(4):e1800104. doi: 10.1002/prca.201800104. Epub 2019 Jan 31.","Němcová-Fürstová V","Proteomics Clin Appl","2019","2019/01/23","","","10.1002/prca.201800104"
"20175108","Regulation of insulin action by an extract of Artemisia dracunculus L. in primary human skeletal muscle culture: a proteomics approach","Kheterpal I, Coleman L, Ku G, Wang ZQ, Ribnicky D, Cefalu WT.","Phytother Res. 2010 Sep;24(9):1278-84. doi: 10.1002/ptr.3093.","Kheterpal I","Phytother Res","2010","2010/02/23","","","10.1002/ptr.3093"
"17458497","Differential protein expression in pancreatic islets after treatment with an imidazoline compound","Jägerbrink T, Lexander H, Palmberg C, Shafqat J, Sharoyko V, Berggren PO, Efendic S, Zaitsev S, Jörnvall H.","Cell Mol Life Sci. 2007 May;64(10):1310-6. doi: 10.1007/s00018-007-7136-5.","Jägerbrink T","Cell Mol Life Sci","2007","2007/04/27","PMC11136319","","10.1007/s00018-007-7136-5"
"39808688","Proteins and pathways involved in inflammation are longitudinally associated with total body bone mineral density among primarily hispanic overweight/obese adolescents and young adults","Beglarian E, Chen JC, Li Z, Costello E, Wang H, Hampson H, Alderete TL, Chen Z, Valvi D, Rock S, Chen W, Rianon N, Aung MT, Gilliland FD, Goran MI, McConnell R, Eckel SP, Lee M, Conti DV, Goodrich JA, Chatzi L.","J Bone Miner Res. 2025 Jan 14:zjaf002. doi: 10.1093/jbmr/zjaf002. Online ahead of print.","Beglarian E","J Bone Miner Res","2025","2025/01/14","","","10.1093/jbmr/zjaf002"
"15331020","Effect of green tea on blood glucose levels and serum proteomic patterns in diabetic (db/db) mice and on glucose metabolism in healthy humans","Tsuneki H, Ishizuka M, Terasawa M, Wu JB, Sasaoka T, Kimura I.","BMC Pharmacol. 2004 Aug 26;4:18. doi: 10.1186/1471-2210-4-18.","Tsuneki H","BMC Pharmacol","2004","2004/08/28","PMC517497","","10.1186/1471-2210-4-18"
"39872504","Apolipoprotein A-IV and its derived peptide, T55-121, improve glycemic control and increase energy expenditure","Cao Z, Lei L, Zhou Z, Xu S, Wang L, Gong W, Zhang Q, Pan B, Zhang G, Yuan Q, Cui L, Zheng M, Xu T, Wang Y, Zhang S, Liu P.","Life Metab. 2024 Mar 14;3(4):loae010. doi: 10.1093/lifemeta/loae010. eCollection 2024 Aug.","Cao Z","Life Metab","2024","2025/01/28","PMC11748984","","10.1093/lifemeta/loae010"
"39746149","Proteomic and Metabolomic Signatures in Prediabetes Progressing to Diabetes or Reversing to Normoglycemia Within 1 Year","Barovic M, Hahn JJ, Heinrich A, Adhikari T, Schwarz P, Mirtschink P, Funk A, Kabisch S, Pfeiffer AFH, Blüher M, Seissler J, Stefan N, Wagner R, Fritsche A, Jumpertz von Schwartzenberg R, Chlamydas S, Harb H, Mantzoros CS, Chavakis T, Schürmann A, Birkenfeld AL, Roden M, Solimena M, Bornstein SR, Perakakis N.","Diabetes Care. 2025 Jan 2:dc241412. doi: 10.2337/dc24-1412. Online ahead of print.","Barovic M","Diabetes Care","2025","2025/01/02","","","10.2337/dc24-1412"
"39576722","Osteoprotegerin, Osteopontin, and Osteocalcin Are Associated With Cardiovascular Events in Type 2 Diabetes: Insights From EXSCEL","Maddaloni E, Nguyen M, Shah SH, Holman RR.","Diabetes Care. 2025 Feb 1;48(2):235-242. doi: 10.2337/dc24-1455.","Maddaloni E","Diabetes Care","2025","2024/11/22","","","10.2337/dc24-1455"
"39209774","Adipose tissue-derived adipsin marks human aging in non-type 2 diabetes population","Maity SK, Das Sharma A, Sarkar J, Chaudhuri T, Tantia O, Chakrabarti P.","BMJ Open Diabetes Res Care. 2024 Aug 29;12(4):e004179. doi: 10.1136/bmjdrc-2024-004179.","Maity SK","BMJ Open Diabetes Res Care","2024","2024/08/29","PMC11367331","","10.1136/bmjdrc-2024-004179"
"38435722","Proteomic profiles of cytokines and chemokines in moderate to severe depression: Implications for comorbidities and biomarker discovery","Watson KT, Keller J, Spiro CM, Satz IB, Goncalves SV, Pankow H, Kosti I, Lehallier B, Sequeira A, Bunney WE, Rasgon NL, Schatzberg AF.","Brain Behav Immun Health. 2024 Feb 7;36:100731. doi: 10.1016/j.bbih.2024.100731. eCollection 2024 Mar.","Watson KT","Brain Behav Immun Health","2024","2024/03/04","PMC10906146","","10.1016/j.bbih.2024.100731"
"38092892","Inflammatory protein signatures in individuals with obesity and metabolic syndrome","Mir FA, Abdesselem HB, Cyprian F, Iskandarani A, Doudin A, Samra TA, Alkasem M, Abdalhakam I, Taheri S, Abou-Samra AB.","Sci Rep. 2023 Dec 13;13(1):22185. doi: 10.1038/s41598-023-49643-8.","Mir FA","Sci Rep","2023","2023/12/13","PMC10719383","","10.1038/s41598-023-49643-8"
"37606673","Evaluation of Large-Scale Proteomics for Prediction of Cardiovascular Events","Helgason H, Eiriksdottir T, Ulfarsson MO, Choudhary A, Lund SH, Ivarsdottir EV, Hjorleifsson Eldjarn G, Einarsson G, Ferkingstad E, Moore KHS, Honarpour N, Liu T, Wang H, Hucko T, Sabatine MS, Morrow DA, Giugliano RP, Ostrowski SR, Pedersen OB, Bundgaard H, Erikstrup C, Arnar DO, Thorgeirsson G, Masson G, Magnusson OT, Saemundsdottir J, Gretarsdottir S, Steinthorsdottir V, Thorleifsson G, Helgadottir A, Sulem P, Thorsteinsdottir U, Holm H, Gudbjartsson D, Stefansson K.","JAMA. 2023 Aug 22;330(8):725-735. doi: 10.1001/jama.2023.13258.","Helgason H","JAMA","2023","2023/08/22","PMC10445198","","10.1001/jama.2023.13258"
"37498601","Biomarkers Associated With Severe COVID-19 Among Populations With High Cardiometabolic Risk: A 2-Sample Mendelian Randomization Study","Sood T, Perrot N, Chong M, Mohammadi-Shemirani P, Mushtaha M, Leong D, Rangarajan S, Hess S, Yusuf S, Gerstein HC, Paré G, Pigeyre M.","JAMA Netw Open. 2023 Jul 3;6(7):e2325914. doi: 10.1001/jamanetworkopen.2023.25914.","Sood T","JAMA Netw Open","2023","2023/07/27","PMC10375306","","10.1001/jamanetworkopen.2023.25914"
"36295832","Galectin-1 in Obesity and Type 2 Diabetes","Fryk E, Silva VRR, Jansson PA.","Metabolites. 2022 Sep 30;12(10):930. doi: 10.3390/metabo12100930.","Fryk E","Metabolites","2022","2022/10/27","PMC9606923","","10.3390/metabo12100930"
"36223521","Metabolic labeling unveils alterations in the turnover of HDL-associated proteins during diabetes progression in mice","Sadana P, Edler M, Aghayev M, Arias-Alvarado A, Cohn E, Ilchenko S, Piontkivska H, Pillai JA, Kashyap S, Kasumov T.","Am J Physiol Endocrinol Metab. 2022 Dec 1;323(6):E480-E491. doi: 10.1152/ajpendo.00158.2022. Epub 2022 Oct 12.","Sadana P","Am J Physiol Endocrinol Metab","2022","2022/10/12","PMC9722254","","10.1152/ajpendo.00158.2022"
"34462518","The human type 2 diabetes-specific visceral adipose tissue proteome and transcriptome in obesity","Carruthers NJ, Strieder-Barboza C, Caruso JA, Flesher CG, Baker NA, Kerk SA, Ky A, Ehlers AP, Varban OA, Lyssiotis CA, Lumeng CN, Stemmer PM, O'Rourke RW.","Sci Rep. 2021 Aug 30;11(1):17394. doi: 10.1038/s41598-021-96995-0.","Carruthers NJ","Sci Rep","2021","2021/08/31","PMC8405693","","10.1038/s41598-021-96995-0"
"30632692","Urinary Proteomics as a Tool to Identify Kidney Responders to Dipeptidyl Peptidase-4 Inhibition: A Hypothesis-Generating Analysis from the MARLINA-T2D Trial","Siwy J, Klein T, Rosler M, von Eynatten M.","Proteomics Clin Appl. 2019 Mar;13(2):e1800144. doi: 10.1002/prca.201800144. Epub 2019 Jan 28.","Siwy J","Proteomics Clin Appl","2019","2019/01/12","","","10.1002/prca.201800144"
"30161145","A proteomic signature that reflects pancreatic beta-cell function","Curran AM, Scott-Boyer MP, Kaput J, Ryan MF, Drummond E, Gibney ER, Gibney MJ, Roche HM, Brennan L.","PLoS One. 2018 Aug 30;13(8):e0202727. doi: 10.1371/journal.pone.0202727. eCollection 2018.","Curran AM","PLoS One","2018","2018/08/31","PMC6117012","","10.1371/journal.pone.0202727"
"29904612","Proteomic identification of potential markers of myosteatosis in human urine","Husi H, MacDonald A, Skipworth RJE, Miller J, Cronshaw A, Fearon KCH, Ross JA.","Biomed Rep. 2018 Jun;8(6):557-564. doi: 10.3892/br.2018.1091. Epub 2018 Apr 25.","Husi H","Biomed Rep","2018","2018/06/16","PMC5996842","","10.3892/br.2018.1091"
"28434974","Proteomic approach to detect changes in hippocampal protein levels in an animal model of type 2 diabetes","Nam SM, Yoo DY, Kwon HJ, Kim JW, Jung HY, Kim DW, Han HJ, Won MH, Seong JK, Hwang IK, Yoon YS.","Neurochem Int. 2017 Sep;108:246-253. doi: 10.1016/j.neuint.2017.04.011. Epub 2017 Apr 21.","Nam SM","Neurochem Int","2017","2017/04/25","","","10.1016/j.neuint.2017.04.011"
"28427537","Metabolomics, Nutrition, and Potential Biomarkers of Food Quality, Intake, and Health Status","Sébédio JL.","Adv Food Nutr Res. 2017;82:83-116. doi: 10.1016/bs.afnr.2017.01.001. Epub 2017 Feb 13.","Sébédio JL","Adv Food Nutr Res","2017","2017/04/22","","","10.1016/bs.afnr.2017.01.001"
"22523676","Pathobiochemical changes in diabetic skeletal muscle as revealed by mass-spectrometry-based proteomics","Ohlendieck K.","J Nutr Metab. 2012;2012:893876. doi: 10.1155/2012/893876. Epub 2012 Feb 29.","Ohlendieck K","J Nutr Metab","2012","2012/04/24","PMC3317182","","10.1155/2012/893876"
"20975990","Multicentric validation of proteomic biomarkers in urine specific for diabetic nephropathy","Alkhalaf A, Zürbig P, Bakker SJ, Bilo HJ, Cerna M, Fischer C, Fuchs S, Janssen B, Medek K, Mischak H, Roob JM, Rossing K, Rossing P, Rychlík I, Sourij H, Tiran B, Winklhofer-Roob BM, Navis GJ; PREDICTIONS Group.","PLoS One. 2010 Oct 20;5(10):e13421. doi: 10.1371/journal.pone.0013421.","Alkhalaf A","PLoS One","2010","2010/10/27","PMC2958112","","10.1371/journal.pone.0013421"
